ZipCode,Pop15Plus,FTAFTPS100,WhiteNH,Black,Hisp,Asian,Other,povrate,Pov,PovPop,FTA100,FTP100,DUIFTAS100,IncK
95550,219,0,68.9497716894977,0,28.7671232876712,0,2.28310513496399,28.2051277160645,55,195,0.456620991230011,0,0,65.4169998168945
96125,310,0,94.1935483870968,0,4.19354838709677,0,1.61290323734283,22.2580642700195,69,310,0,0.322580635547638,0,120.78099822998
96106,224,0,87.9464285714286,0,12.0535714285714,0,0.00000000000000177635683940025,18.3035717010498,41,224,0.446428567171097,0,0,76.25
93563,344,0,52.9069767441861,7.55813953488372,28.1976744186047,4.06976744186047,7.26744174957275,16.1538467407227,42,260,0.290697664022446,0,0,85.25
94575,1420,0,57.1830985915493,10.0704225352113,19.4366197183099,5.77464788732394,7.53521108627319,38.7096786499023,12,31,0.140845075249672,0.211267605423927,0,
96006,436,0,96.7889908256881,0,2.52293577981651,0,0.688073396682739,2.52293586730957,11,436,0,0.917431175708771,0,57.3209991455078
93452,487,0,27.1047227926078,0,70.2258726899384,0,2.66940450668335,5.85683298110962,27,461,0.205338805913925,0.205338805913925,0,38.3330001831055
94074,220,0,100,0,0,0,0,10.9090909957886,24,220,0,0.909090936183929,0,84.5
95699,238,0,44.1176470588235,0,0,55.8823529411765,0,0,0,208,0.420168071985245,0,0,73.5550003051758
95493,291,0,92.0962199312715,0,7.90378006872852,0,0.000000000000000888178419700125,30.584192276001,89,291,0.343642622232437,0.343642622232437,0,55.1040000915527
96148,663,0,63.499245852187,0,30.316742081448,6.18401206636501,0.000000000000007105427357601,6.6365008354187,44,663,0.904977381229401,0,0,58.4780006408691
95053,2498,0.0400320254266262,52.3218574859888,3.00240192153723,18.3746997598078,14.9319455564452,11.3690948486328,39.3939399719238,26,66,0.0800640508532524,0,0,250.001007080078
92140,2489,0.0401767790317535,56.6492567296103,6.78987545198875,29.6102852551225,3.81679389312977,3.13378858566284,0,0,23,0,0.241060674190521,0,
91330,2138,0.0467726849019527,33.2553788587465,16.3236669784846,28.3442469597755,19.2235734331151,2.85313367843628,100,13,13,0,0.140318050980568,0,
95064,7641,0.0916110426187515,45.0988090564062,2.18557780395236,25.1930375605287,22.5101426514854,5.01243305206299,27.7196655273438,265,956,0.104698337614536,0.0523491688072681,0,54.6689987182617
95497,862,0.116009280085564,96.1716937354988,0,1.74013921113689,1.39211136890951,0.696055710315704,2.436194896698,21,862,0.116009280085564,0.116009280085564,0,59.6669998168945
94964,4776,0.125628143548965,21.3358458961474,32.8308207705193,27.3241206030151,4.12479061976549,14.3844223022461,0,0,190,0.146566167473793,0.0628140717744827,0,
94305,12564,0.151225730776787,47.4609996816301,5.66698503661254,12.8462273161414,27.1728748806113,6.85291290283203,19.9718456268311,1135,5683,0.0955109819769859,0.111429482698441,0,64.6969985961914
93526,638,0.156739816069603,75.2351097178683,0.470219435736677,8.77742946708464,0,15.5172414779663,8.40336132049561,50,595,0,0.626959264278412,0,58.9580001831055
92091,1225,0.16326530277729,94.2040816326531,0,3.51020408163265,2.28571428571429,0.00000000000000399680288865056,2.38683128356934,29,1215,0.571428596973419,0,0,131.406005859375
